,0,1,2,3,4,5,6,7,8,9,10
185,2 : 177,你們把自己的臉轉向東方和西方，都不是正義。正義是信真主，信末日，信天神，信天經，信先知，並將所愛的財產施濟親戚、孤兒、貧民、旅客、乞丐和贖取奴隸，並謹守拜功，完納天課，履行約言，忍受窮困、患難和戰爭。這等人，確是忠貞的；這等人，確是敬畏的。,,你們的面向東方西方不為真善。真善只是那歸信安拉、末日、天使、經典、列聖，並把自愛的財物贈給親屬、孤兒、貧人、旅客、乞討的、用作贖身的、立拜功、施天課，當結約時全其所約的人。一切在痛苦患難時，在出戰時、忍耐的人太好了！這般人是忠實的，這般人均是敬慎的。,,你們把臉轉向東方或西方並不能(算)是正當的(行為)。正當的(行為)是信仰安拉、末日、天仙、經典和使者，以及出於敬愛安拉而施捨你們的財產給近親、孤兒、需要(救濟)的人、旅行在外的人和乞求(援助)的人，以及為奴隸贖身、堅守拜功、繳納天課、遵守成約和在艱難困苦與在動亂時期堅忍的人。這些人才是真誠敬畏安拉的(人)。,,"你們面向東方和西方
[注1]
，並不是善功。善功
[注2]
是那歸信安拉、末日、天仙們、經典
[注3]
和眾聖人者，及把喜愛的錢財施給
[注4]
近親、孤兒、赤貧、路子
[注5]
、乞討者、贖身者
[注6]
，和履行拜功、繳納天課、立約時守約者
[注7]
，以及在貧困、病苦和失望時忍耐
[注8]
的人們。這些人是真誠者
[注9]
，這些人他們是敬畏者
[注10]
0。",,"你們[崇拜安拉時]把臉朝向東方和西方都不是虔敬，而虔敬是信仰安拉、末日、天使們
[注1]
、經典和先知們，把所愛的錢財施捨
[注2]
給親戚、孤兒、貧民、旅行者、乞求者和贖救奴隸，並謹守拜功，完納天課，履行所締的盟約，在窮困、患難與戰亂中保持堅忍。這些人確是忠貞者，這些人確是敬畏者。",
186,2 : 178,信道的人們啊！今以殺人者抵罪為你們的定制，公民抵償公民，奴隸抵償奴隸，婦女抵償婦女。如果屍親有所寬赦，那末，一方應依例提出要求，一方應依禮給予賠償，這是你們的主所降示的減輕和慈恩。事後，過份的人，將受痛苦的刑罰。,,眾歸信的人哪！已對你們規定了給被殺的人抵償；良人以良人，奴隸以奴隸，女子以女子。但是其弟兄的一事經過赦免的人，可從定例，並欣然交付給他。 這是出自養主的減輕和慈惠。在這以後過當的人，應遭痛刑。,,信仰的人啊!在兇殺案件中，公平的抵償法已為你們規定了。以自由人抵償自由人，用奴隸抵償奴隸，以婦女抵償婦女。倘若被害者的兄弟給予任何寬恕，那麼就答應(他們的)任何合理的要求，以適當的感恩禮物賠償他。這是你們的主的寬減和慈憫。此後誰超過了這個限度，他就會被處以重罰。,,"哎歸信的人們呀！殺人償命是你們的天命，以良抵良
[注1]
，以奴抵奴，以女抵女。如他的弟兄
[注2]
對他有所寬恕，便以行善處之
[注3]
，和完好地交給他
[注4]
。那
[注5]
是來自你們養主的減輕和恩賜
[注6]
。以後
[注7]
誰若越過法度
[注8]
，則受重刑
[注9]
。",,"信士們啊！殺人償命的法律
[注]
已為你們規定：自由人抵償自由人，奴隸抵償奴隸，女性抵償女性。但如果被害者的親屬願意給兇手一些寬恕，那麼，被害者的親屬可提出合理的賠償。兇手應給予慷慨的賠償。這是從你們的主降示的減刑和慈憫。此後，誰超越法度[如獲賠償後又殺害兇手]，誰必受痛苦的刑罰。",
187,2 : 179,有理智的人們啊！你們在抵罪律中獲得生命，（以此為制），以便你們敬畏。,,有才識的人哪！你們於抵償上可獲一種生存，冀使你們敬慎。,,你們有理解的人啊!在賠償的法律中，有你們的生機，以便你們能夠敬畏(遠避罪惡)。,,"在抵償中對你們有大的生存。哎有心之人啊，願你們提防
[注]
。",,有理智的人們啊！在殺人償命的法律中，你們獲得了挽救生命的方法，以便你們敬畏。,
188,2 : 180,你們當中，若有人在臨死的時候，還有遺產，那末，應當為雙親和至親而秉公遺囑。這已成你們的定制，這是敬畏者應盡的義務。,,你們有人臨終的時候，如果遺下財產了，可因為父母和近親照例作遺囑，這是對你們規定的。這是在一般敬慎的人上所應行的。,,這是規定的，當死亡接近你們當中任何人時，如果他遺留任何財物用來遺贈給雙親和近親，(你們要)按照合理的習俗(來處理)。這是敬畏主的人應盡的責任。,,"你們中的一人，如果死亡
[注1]
出現，而他留有財產時，你們應當對雙親和近親行善地留下遺囑
[注2]
，那是敬畏者們的責任
[注3]
。",,遺囑法已為你們規定：當你們中有人即將死亡時，假如他留有遺產，那麼，[他]當為父母和至親合理留下遺囑，[這是]敬畏者應盡的義務。,
189,2 : 181,既聞遺囑之後，誰將遺囑加以更改，誰負更改的罪過。真主確是全聰的，確是全知的。,,在聽到以後而又變更的人，惟獨變更牠的人有罪。安拉實是看見的，深知的。,,如果任何人在聽到遺囑之後改變它，那些改變(遺囑)的人就會有罪。安拉是能聽的和深知的。,,"凡在聽到後
[注1]
而改變的，其罪由改變者承擔，的確，安拉是全聽的，全知的
[注2]
。",,聽到遺囑後，誰改變遺囑，誰必承擔改變遺囑的罪過。安拉確是全聞的，全知的。,
190,2 : 182,若恐遺囑者偏私或枉法，而為其親屬調解，那是毫無罪過的。真主確是至赦的，確是至慈的。,,恐怕作遺囑的人有些偏頗或罪惡，而從中調整的人，當然於他無罪。安拉是多恕的，特慈的。,,倘若任何人恐怕立遺囑者有偏袒或做錯而從中調停，他是無罪的。安拉是多恕的、大慈的。,,"凡擔心留遺囑者有偏差或犯罪時，而在他們之間加以調整者，則他無罪
[注]
。的確，安拉是寬恕的、特慈的。",,凡怕遺囑者不公正或違法而在他們之間調解者，對他是無罪的。安拉確是最寬恕的，特慈的。,
191,2 : 183,信道的人們啊！齋戒已成為你們的定制，猶如它曾為前人的定制一樣，以便你們敬畏。,,眾歸信的人哪！已對你們制定齋戒，就如對你們以前的眾人制定牠似的，冀使你們敬慎。,,有信仰的人啊!對你們所規定的齋戒，和對你們以前人所規定的齋戒是一樣的。以便你們能夠敬畏(學習自製)。,,"哎那些歸信者呀！正如把封齋定為
[注1]
你們以前的人們
[注2]
的天命一樣，把它定為你們的天命。但願你們提防
[注3]
。",,"信士們啊！安拉為你們規定的齋戒
[注]
，猶如他為你們的前人所規定的一樣，以便你們敬畏。",
192,2 : 184,故你們當齋戒有數的若干日。你們中有害病或旅行的人，當依所缺的日數補齋。難以齋戒者，當納罰贖，即以一餐飯，施給一個貧民。自願行善者，必獲更多的善報。齋戒對於你們是更好的，如果你們知道。,,限定的幾日。你們之中染病，或旅行的人，則別幾日。不能封齋的人，則罰贖——待一個貧人。 格外為善的人，是於他最好的。你們的封齋是於你們至好的，如果你們知道了……。,,你們要齋戒一定數目的日期。倘若你們當中任何人生病或是旅行在外，這個規定的日數要在臥後補還。那些(由於困難)不能實行(齋戒)的人，可以用飲食款待一位貧窮的人來贖罪。倘若他自願多給，對於他那是更好的。如果你們明白的話，你們的齋戒是對你們有益的。,,"有數
[注1]
的日子，凡是你們中害病的或在旅途
[注2]
上的，則另外日期之數，而那些難能者
[注3]
，則應付贖金——供一位赤貧者食品
[注4]
，凡自願幹好
[注5]
者，則是他的善行。你們封齋，是你們的善行
[注6]
，要是你們知道的話。",,"[齋戒須遵行]一些固定的日數。凡你們中的患病者或旅行者，這些固定的日數可用另外一些相同的日數來補還。對不能齋戒者
[注]
，[每缺一天齋的]贖金是供一個貧民一日的飲食。誰自願多給，那對他是最好的。你們齋戒對你們是最好的，假如你們知道。",
193,2 : 185,賴買丹月中，開始降示《古蘭經》，指導世人，昭示明證，以便遵循正道，分別真偽，故在此月中，你們應當齋戒；害病或旅行的人，當依所缺的日數補齋。真主要你們便利，不要你們困難，以便你們補足所缺的日數，以便你們讚頌真主引導你們的恩德，以便你們感謝他。,,（來默臧）月，是那於中頒降古蘭的，是引導世人，並屬於正道和判別的一切明證·你們之中適逢此月的人，當令他們封齋。染病或旅行的人則別幾日。安拉對你們要容易，不對你們要困難；好教你們全滿數目；並贊安拉偉大，因其指示你們正道；冀使你們感念。,,“拉馬丹”月是古蘭(開始)下降的月，它是人類的南針， 也是引導的明證和(是非之間的)區別。那些在這個月中家居的人，都應當封齋。倘若你們生病，或是旅行在外，應當在日後補還。安拉願意給你們、一切的方便，他不願使你們困難。(他希望你們)完成這個規定的時期，並且讚頌他。由於他曾經引導你們，你們或者會知道感激。,,"賴麥丹月，是那在其中下降古蘭之
[注1]
[月]，那是為引導人們，和許多正道的跡象，和分辨真偽的。你們中凡在場該月的，叫他封齋！凡害病或在旅途中者，則是另外的日期之數
[注2]
。安拉對你們要容易，不對你們要困難。為了讓你們完全數期，和讓你們對他的引導而讚頌安拉至大，並願你們
[注3]
感謝。",,萊麥丹月[齋月]是《古蘭經》降示的月份，《古蘭經》是人類的指南，是正道和辨別真偽的準則。你們中凡此月居家者，必須齋戒[全月]。患病者或旅行者，這些固定的日數可用另外一些相同的日數來補還。安拉願使你們容易，不願使你們困難，以便你們補完所缺的日數，以便你們讚頌安拉至大[如見月時說“安拉至大”]。他引導你們，以便你們感恩。,
194,2 : 186,如果我的僕人詢問我的情狀，你就告訴他們：我確是臨近的，確是答應祈禱者的祈禱的。當他祈禱我的時候，教他們答應我，信仰我，以便他們遵循正道。,,我的僕人向你問我的時候，我實是接近的。我應允祈者的祈求，當他求我的時候。當令他們應允我；當令他們歸信我，好教他們得正道。,,當我的僕人向你(穆聖)詢問我的時候，你告訴他們我實在是很接近(他們)的。當他祈求我時，我答應祈禱者的懇求，讓他們也(虔誠地)聽從我的召喚，並且信賴我，以便他們能被導入正道。,,"如果我的眾僕向你問到我
[注1]
，的確，我是臨近的
[注2]
，我應答祈求我者的祈禱
[注3]
。讓他們應答我吧
[注4]
！讓他們歸信我
[注5]
吧！願他們獲得正道。",,如果我的僕人向你[穆聖]詢問我，[你告訴他們]我確是臨近[他們]的。當祈求者祈求我時，我應答他的祈求，所以，讓他們聽從我[的召喚]並篤信我，以便他們遵行正道。,
195,2 : 187,齋戒的夜間，准你們和妻室交接。她們是你們的衣服，你們是她們的衣服。真主已知道你們自欺，而恕饒你們，赦免你們；現在，你們可以和她們交接，可以求真主為你們註定的（子女），可以吃，可以飲，至黎明時天邊的黑線和白線對你們截然劃分。然後整日齋戒，至於夜間。你們在清真寺幽居的時候，不要和她們交接。這是真主的法度，你們不要臨近它。真主這樣為世人闡明他的跡象，以便他們敬畏。,,在封齋夜內與妻交合是於你們合法的。她們是你們的衣服，你們是她們的衣服。安拉原知道你們自欺了，而後他允你們悔罪，他放赦你們了。現下你們和她們接觸吧！你們尋安拉為你們寫定的吧！任你們吃飲，直至黎明的白線自黑線裏發現出來。而後你們完滿齋戒，直到晚間。你們在禮拜堂裏靜坐的時候，不得與她們接觸。這是安拉的定律。你們不要觸犯牠；安拉如此對眾人解明他的律例，好教他們敬慎。,,在齋戒時期的夜裏，准許你們接近你們的妻室。她們是你們的衣服，你們也是她們的衣服。安拉知道你們常在暗中自欺，但是他對你們仁慈，並寬恕你們。那麼，你們現在可以跟她們接觸，及尋求安拉所已規定給你們的，並且吃和喝吧，直,,"在封齋晚夕我允許你們與你們的夫人合房
[注1]
，她們是你們的衣服，你們是她們的衣服
[注2]
。安拉確知你們曾經自欺
[注3]
，而安拉允許你們的改悔，並寬恕你們。現在，你們同她們合房和尋求安拉為你們所註定的
[注4]
吧！你們吃吧！飲吧！直至黎明的白線從黑線上顯了出來
[注5]
。然後你們完全齋功
[注6]
至夜晚
[注7]
。而你們靜居
[注8]
在清真寺中時，你們不要接近她們，那是安拉的法度
[注9]
，你們不要接近它
[注10]
0。同樣地，安拉為人們闡明其跡象，願他們提防
[注11]
1。",,"齋戒的夜裏，你們與妻子房事，對你們是合法的
[注1]
。她們好比你們的衣服，你們好比她們的衣服。安拉知道你們已欺騙自己，因此，他接受了你們的悔罪，寬恕了你們。現在，你們可同她們房事，你們當尋求安拉為你們所規定的[兒女，即房事的主要目的是生兒育女]。你們可吃飲到黎明時黑線中的白線對你們顯明為止。然後，你們當完成[從黎明]到夜色降臨時的齋戒
[注2]
。你們在清真寺裏坐靜時，你們不要與妻子房事。這是安拉的法度，所以，你們不要接近她們。安拉如此為人類闡明他的跡象，以便他們敬畏。",
